route_id,stop_id,hour_of_day,day_of_week,is_weekend,stop_sequence,actual_delay_seconds,late_5min
Blue,STOP_D,20,2,0,16,-294.1776868744935,0
Red,STOP_A,20,0,0,4,398.44878572345715,1
Red,STOP_C,15,4,0,18,456.7812953286123,1
101,STOP_A,17,5,1,13,529.656118708687,1
Green,STOP_C,10,5,0,15,-162.19650509963208,0
101,STOP_B,19,2,0,1,76.75120750805564,0
Red,STOP_A,6,5,0,16,253.86025802144374,0
Green,STOP_C,8,1,1,9,315.80890315918913,1
101,STOP_D,20,1,0,13,288.01881623892746,0
Blue,STOP_D,20,5,0,18,75.417892588683,0
Red,STOP_A,17,2,1,17,185.1367462915974,0
Blue,STOP_A,20,3,0,17,870.8532544035742,1
Red,STOP_B,7,1,1,7,-130.48263140660677,0
Red,STOP_D,7,4,1,2,-146.35523463042253,0
Red,STOP_C,10,5,0,6,209.66751264829406,0
Blue,STOP_A,16,0,1,11,383.65025641539773,1
Green,STOP_A,15,4,1,1,47.42743470438003,0
Blue,STOP_B,19,0,0,11,120.74483345538543,0
101,STOP_D,17,5,1,8,-59.66191008484998,0
101,STOP_D,10,1,1,14,105.4326244136364,0
Red,STOP_B,16,0,1,12,272.3319103893725,0
Red,STOP_C,21,3,1,11,14.959798482215504,0
Red,STOP_C,6,3,1,18,-177.4787435165398,0
Blue,STOP_B,16,3,0,2,365.2255957487097,1
Green,STOP_C,15,0,0,16,195.16490845152614,0
Blue,STOP_D,6,4,0,11,842.8654164803264,1
Red,STOP_B,21,5,0,4,-148.59261610711144,0
Red,STOP_B,19,3,0,1,299.1524086989882,0
Blue,STOP_B,15,2,0,16,-173.3738631313704,0
101,STOP_A,20,3,0,4,23.580612729200524,0
101,STOP_C,11,4,0,2,43.69306096406261,0
Blue,STOP_A,10,1,0,2,-87.68640182217555,0
101,STOP_D,21,2,0,5,181.4981430899469,0
101,STOP_A,20,2,0,11,187.12841806760576,0
Blue,STOP_A,15,4,0,1,55.17708242272673,0
Red,STOP_C,7,3,1,7,663.3670571276668,1
101,STOP_C,18,3,0,13,506.9309839629968,1
Red,STOP_D,12,0,0,12,-157.1088943447104,0
Red,STOP_C,11,2,0,19,74.25295682382813,0
Blue,STOP_A,13,1,1,10,-30.523267932788855,0
Green,STOP_B,7,5,0,8,717.1569509966894,1
Green,STOP_C,12,1,0,14,-426.8657648141485,0
101,STOP_D,10,5,0,8,317.9604037060767,1
101,STOP_A,16,5,0,19,284.4226460670419,0
Green,STOP_A,13,4,0,10,88.15852099047935,0
Green,STOP_A,15,1,1,16,188.72612449537905,0
101,STOP_D,9,2,1,14,219.28934729029487,0
101,STOP_B,10,5,0,7,-338.73987253810566,0
Red,STOP_C,12,4,0,1,240.4363920108749,0
Red,STOP_C,17,2,0,6,141.64536619679444,0
Red,STOP_C,8,4,0,3,134.9538471684034,0
Green,STOP_B,20,4,0,7,-242.67550875544748,0
101,STOP_B,6,3,0,18,-665.0331815527752,0
Green,STOP_A,12,0,0,12,190.91103101346397,0
Red,STOP_A,19,0,1,16,173.84717173216345,0
Green,STOP_C,17,1,0,13,-220.53900994383778,0
101,STOP_A,16,2,0,17,287.70394285255765,0
101,STOP_B,9,0,0,14,-453.95810798925856,0
Blue,STOP_C,9,1,0,9,498.0672852267835,1
Blue,STOP_C,18,4,0,6,194.54837893260324,0
Green,STOP_B,14,5,0,2,-59.114790147383815,0
Blue,STOP_C,16,4,0,16,410.87028403488944,1
Green,STOP_C,14,1,0,4,407.4733690191476,1
Red,STOP_B,13,0,0,18,167.43763249786463,0
101,STOP_B,13,0,1,12,636.9654136286385,1
Blue,STOP_C,15,5,0,14,305.4526703866838,1
Red,STOP_B,14,5,1,14,-279.1623598931848,0
Blue,STOP_D,14,4,0,11,-110.83730788058966,0
Green,STOP_C,12,4,0,3,-224.73330424232336,0
101,STOP_C,10,3,0,13,-146.2655281377214,0
Green,STOP_B,12,4,1,5,114.40166289886474,0
Red,STOP_D,11,0,1,2,149.56057432890512,0
101,STOP_D,15,2,1,17,89.33544538853103,0
Red,STOP_B,21,0,0,5,114.94868507000085,0
Red,STOP_C,14,0,0,4,-359.1688639510258,0
Green,STOP_A,15,0,1,14,307.60237282824454,1
Green,STOP_D,20,1,0,11,411.6395072309317,1
Green,STOP_D,9,2,1,14,690.5857315669072,1
Blue,STOP_A,18,1,0,5,212.52539875145217,0
Blue,STOP_D,7,4,1,5,518.265201411048,1
Red,STOP_D,13,2,0,15,455.4241073774442,1
Blue,STOP_D,20,0,0,17,-383.7456709300926,0
101,STOP_B,20,0,0,4,-146.48379555669987,0
Green,STOP_B,17,1,0,13,369.86008684111783,1
Blue,STOP_C,18,5,0,2,316.12438825014544,1
Blue,STOP_C,18,2,0,17,111.94327203969982,0
Red,STOP_D,8,2,0,17,125.03415905382036,0
Green,STOP_A,18,4,1,15,441.3062478818017,1
Green,STOP_D,9,3,0,7,586.6242251166354,1
Red,STOP_D,17,5,0,13,514.1160582191856,1
Blue,STOP_C,14,3,1,3,122.59416393914819,0
Red,STOP_A,17,3,0,3,515.8870089330057,1
Green,STOP_C,11,5,0,19,70.7383514633693,0
Blue,STOP_C,13,3,1,10,-37.09942140096331,0
101,STOP_C,16,4,1,1,376.93403290269407,1
Red,STOP_D,12,2,1,2,490.25464720851147,1
Red,STOP_B,17,5,0,1,555.4031898499242,1
Blue,STOP_A,14,2,0,17,146.72523521830814,0
Red,STOP_A,21,1,0,6,1.9429687397310573,0
101,STOP_A,16,2,0,7,383.4322507400336,1
101,STOP_C,21,4,0,16,168.79574175631961,0
Blue,STOP_A,15,1,0,8,-245.08660871420125,0
101,STOP_D,20,1,1,10,-690.2946506014152,0
101,STOP_A,15,3,0,11,375.2571422943678,1
Red,STOP_B,9,0,1,9,327.9647831230142,1
Blue,STOP_D,17,0,0,4,597.7603784683755,1
Green,STOP_C,8,3,1,7,1238.1234638524215,1
101,STOP_C,16,1,1,6,243.9242952054199,0
Blue,STOP_B,11,1,0,7,-85.74760731715497,0
Green,STOP_A,17,5,0,6,279.09922527838376,0
101,STOP_B,13,2,0,14,-92.51077116549706,0
Blue,STOP_C,15,2,1,6,68.96392358178545,0
Blue,STOP_C,13,3,0,14,-397.99367765075806,0
101,STOP_D,6,5,1,7,587.573339776343,1
101,STOP_B,18,3,0,7,485.58121493625447,1
Green,STOP_A,9,2,1,12,472.0635532526153,1
Blue,STOP_C,6,5,1,10,443.54644020825,1
101,STOP_B,13,3,0,4,265.62082610837837,0
Blue,STOP_A,15,0,1,17,-144.79049397939758,0
Red,STOP_A,14,1,0,1,291.4466649812518,0
Blue,STOP_A,10,5,0,6,154.39883766446994,0
Red,STOP_A,14,3,1,11,144.15886685976517,0
101,STOP_A,16,5,0,7,538.504955165397,1
Blue,STOP_A,18,1,1,18,707.2088393596255,1
Red,STOP_B,6,3,0,13,164.92347774132455,0
101,STOP_C,10,2,0,14,329.0940313216415,1
Blue,STOP_C,6,5,0,7,56.33884871543981,0
Green,STOP_A,13,1,1,13,-36.83438774528949,0
Red,STOP_B,18,5,0,9,266.5980038476965,0
Blue,STOP_B,21,4,0,10,423.5181461691523,1
Red,STOP_A,14,1,1,11,240.835285923347,0
Green,STOP_B,11,1,0,2,105.16880896610797,0
Blue,STOP_C,17,4,0,15,325.6596046818809,1
Red,STOP_A,10,0,0,6,-461.44334275182996,0
101,STOP_A,21,1,0,14,786.2607121579704,1
101,STOP_B,19,2,1,9,-258.049615804768,0
101,STOP_B,17,4,0,6,54.94184865664417,0
Blue,STOP_C,11,5,0,4,257.84832893974567,0
Blue,STOP_A,10,2,0,19,-190.94378434953478,0
Red,STOP_A,10,0,1,13,43.92293251853327,0
101,STOP_C,16,4,0,3,395.0671897064552,1
Green,STOP_C,13,1,1,2,-137.16952498939122,0
Green,STOP_B,15,0,0,17,-239.43033310292162,0
Blue,STOP_A,6,1,0,1,-259.70221438942247,0
101,STOP_C,14,1,0,8,-328.9361419601139,0
Red,STOP_B,16,3,0,1,226.55663438463102,0
Blue,STOP_B,7,2,0,7,411.4776957004952,1
Green,STOP_A,6,0,0,8,270.49711327572754,0
101,STOP_B,18,4,0,7,829.0298799974702,1
Blue,STOP_D,16,2,0,10,212.34930507048443,0
Green,STOP_D,12,5,0,15,275.80982673813105,0
101,STOP_B,16,3,0,12,-165.8914258066205,0
Blue,STOP_D,21,5,0,6,-33.655788535245904,0
Red,STOP_C,7,5,0,14,111.07804809445545,0
Blue,STOP_B,12,1,1,12,-449.85862858975054,0
Blue,STOP_D,8,3,0,5,724.6653591793981,1
101,STOP_D,17,2,0,5,594.0563112384452,1
Red,STOP_A,8,4,0,9,-456.94475759616967,0
Green,STOP_D,14,5,0,8,-253.13953279502442,0
Green,STOP_A,18,2,1,14,246.82464145074547,0
Blue,STOP_A,10,0,0,5,329.19666749888336,1
Red,STOP_D,8,0,1,8,247.23372726844633,0
Red,STOP_A,16,1,0,1,449.30464328854174,1
101,STOP_B,17,2,1,2,105.44804344891173,0
101,STOP_D,20,2,0,3,-305.3473477979303,0
101,STOP_C,11,2,1,19,-208.0229880097337,0
101,STOP_C,15,1,0,12,-392.4783840334477,0
101,STOP_A,16,1,0,10,249.899877121494,0
101,STOP_A,17,2,0,18,250.9101796237747,0
Red,STOP_D,14,1,0,8,410.63798114974276,1
Green,STOP_D,18,3,1,16,287.1529009196661,0
101,STOP_C,20,2,0,17,-14.538677437277954,0
Blue,STOP_D,11,0,0,18,29.211762486756214,0
Red,STOP_B,21,4,0,7,-422.52573177178715,0
Blue,STOP_C,17,2,0,4,608.3787360528827,1
Green,STOP_A,20,0,0,8,606.9265352097593,1
101,STOP_D,14,0,0,3,350.38548478750954,1
Blue,STOP_B,11,5,1,19,699.389746514155,1
Green,STOP_D,16,3,0,7,412.16266285636834,1
101,STOP_B,16,2,1,15,142.24374756642825,0
Blue,STOP_C,17,5,0,19,-124.38639793174846,0
Blue,STOP_D,11,4,0,4,41.12058333912202,0
Blue,STOP_C,17,1,0,5,242.98052678546588,0
101,STOP_D,9,2,0,2,494.88441618528805,1
Blue,STOP_B,16,1,1,11,251.80256816418495,0
Red,STOP_D,21,5,1,13,418.9365642084765,1
101,STOP_D,18,4,1,19,370.40969337013587,1
Green,STOP_B,17,0,1,6,596.4655332778659,1
Blue,STOP_D,11,3,0,11,656.9468716013123,1
Green,STOP_B,9,5,0,14,1082.576955031026,1
Red,STOP_D,21,5,1,18,402.7606133700009,1
101,STOP_A,9,3,0,18,-157.6355907261065,0
Blue,STOP_B,8,5,0,7,-105.05300857101486,0
101,STOP_B,6,4,0,8,583.286129794877,1
Blue,STOP_C,19,1,0,14,513.9908070359456,1
101,STOP_D,9,2,0,4,-103.85253689453488,0
Green,STOP_B,14,1,0,5,324.54656058011915,1
Blue,STOP_D,21,3,0,13,-64.97307376235531,0
Red,STOP_D,10,4,1,7,405.5414642917691,1
Red,STOP_A,20,2,1,13,636.4563541903264,1
Green,STOP_A,12,3,1,5,-495.55370031279654,0
Blue,STOP_C,9,1,0,5,511.49618704730074,1
Red,STOP_B,15,3,0,8,258.3594510330246,0
101,STOP_D,12,3,0,1,289.9141847582713,0
Red,STOP_A,9,5,0,6,494.3807486178344,1
Red,STOP_D,16,0,0,4,257.5275328666375,0
101,STOP_C,8,3,0,6,168.15911840951347,0
101,STOP_B,15,5,0,5,-161.5962727347714,0
Red,STOP_C,16,5,1,15,626.7463144140794,1
Blue,STOP_C,9,2,0,19,239.91855991551722,0
Green,STOP_B,20,1,0,2,-92.24525588830579,0
Red,STOP_A,10,2,1,11,-411.6518709810106,0
101,STOP_C,6,2,0,1,59.88507598754532,0
Blue,STOP_A,15,4,1,11,308.43590167404125,1
Red,STOP_B,19,5,1,11,13.590240718952955,0
101,STOP_C,19,0,0,10,715.7081733962948,1
Red,STOP_A,17,1,0,8,145.06011998915127,0
Blue,STOP_A,16,4,1,12,-103.57165016505954,0
Blue,STOP_C,20,2,0,18,106.32465509957741,0
Green,STOP_A,10,4,0,12,-495.90730286240193,0
101,STOP_D,18,3,0,7,469.222973772959,1
Red,STOP_D,12,0,0,12,-31.963725724442014,0
Red,STOP_A,12,5,0,1,471.1519393334764,1
Red,STOP_C,17,4,0,8,647.3958863023723,1
Blue,STOP_A,6,5,0,15,32.04053858823413,0
Red,STOP_D,12,5,0,3,-95.24264384884609,0
Red,STOP_D,15,0,0,14,367.8551607802485,1
Red,STOP_D,11,1,0,19,-145.46350730314123,0
Blue,STOP_B,20,5,0,16,-75.47072274370555,0
Blue,STOP_C,17,4,1,15,352.9483448957716,1
Blue,STOP_D,7,1,0,6,418.7045964140159,1
101,STOP_D,20,2,1,6,-238.40068096355384,0
101,STOP_B,18,2,1,16,38.6688815370275,0
Blue,STOP_C,9,2,1,17,862.698377878612,1
101,STOP_D,11,5,1,16,128.72714876332563,0
Green,STOP_C,6,1,1,7,620.5314059234217,1
101,STOP_B,9,1,0,12,-418.0120980620451,0
Red,STOP_D,17,0,0,4,486.90578994139537,1
Green,STOP_A,18,3,0,4,302.4002250654517,1
Green,STOP_C,20,0,0,5,110.54754079748113,0
101,STOP_D,10,3,0,1,53.35516982256816,0
Red,STOP_A,6,4,1,13,209.96562568690013,0
Red,STOP_B,9,5,0,1,-300.7251795717526,0
Blue,STOP_C,19,0,0,12,127.7501847725745,0
Red,STOP_B,11,2,1,12,-167.38666979065812,0
Green,STOP_D,21,0,0,8,547.0255010734977,1
101,STOP_D,9,0,0,1,394.31481380638013,1
Red,STOP_C,16,2,0,2,582.140096113,1
Green,STOP_A,16,5,0,10,345.5555151771181,1
Blue,STOP_A,6,3,0,6,533.7435197370174,1
Blue,STOP_D,15,0,0,2,-173.18051197393913,0
Green,STOP_B,13,3,0,16,-303.12252093858984,0
101,STOP_C,9,5,1,2,-301.69633785525474,0
101,STOP_A,21,5,0,6,-19.35050197138648,0
Blue,STOP_C,11,1,1,11,-116.27623378972353,0
101,STOP_A,10,3,1,5,211.4047278665804,0
Blue,STOP_B,17,4,0,18,290.3710878916613,0
Green,STOP_A,15,2,0,15,464.515120049919,1
101,STOP_B,12,1,0,7,-309.7538432775711,0
Blue,STOP_D,9,0,0,2,487.45879868505136,1
Red,STOP_A,9,1,0,13,520.761087776865,1
101,STOP_C,15,2,1,14,-45.775611669458584,0
Red,STOP_D,17,5,0,1,85.77919091399531,0
Green,STOP_C,20,0,1,6,-186.98191413808462,0
Red,STOP_D,9,5,1,5,370.26395785889906,1
Green,STOP_A,7,5,1,19,102.1940013627019,0
Blue,STOP_D,16,4,0,15,51.057048368422045,0
Red,STOP_C,19,0,0,16,85.24985477179156,0
101,STOP_B,10,0,0,5,-59.91616410607631,0
Green,STOP_A,13,0,0,6,-591.8601785303579,0
101,STOP_D,20,2,0,16,283.34683011598395,0
Red,STOP_A,6,1,0,3,-530.4728174330388,0
Red,STOP_D,13,5,0,9,-54.468355050156134,0
Red,STOP_C,17,0,0,12,-12.673229121061524,0
Red,STOP_C,11,1,0,12,-72.1880887264065,0
Blue,STOP_B,20,1,0,18,513.596360125166,1
Red,STOP_B,13,3,1,17,-730.4366350030884,0
Red,STOP_C,13,5,0,14,457.8234747034599,1
Blue,STOP_D,15,5,0,17,411.8299289074446,1
Red,STOP_C,6,2,0,10,338.7591566930547,1
Green,STOP_B,13,3,0,18,-150.74715346923932,0
101,STOP_D,9,2,0,9,336.7334386630049,1
Red,STOP_D,16,4,0,5,572.8754096923064,1
Red,STOP_A,16,0,0,9,-310.94434068694073,0
Red,STOP_A,8,2,0,16,186.84665925686,0
Blue,STOP_C,18,1,0,6,261.71153235303973,0
101,STOP_C,19,1,0,9,-63.40553854120071,0
101,STOP_D,21,4,0,8,20.493120157428223,0
Red,STOP_D,14,3,0,16,40.398438205850965,0
Green,STOP_B,8,5,0,7,253.97175814421672,0
Green,STOP_C,15,0,0,19,297.0299207397334,0
101,STOP_A,14,3,1,5,262.56167292482525,0
Blue,STOP_C,9,4,1,8,801.2210641783224,1
Red,STOP_B,21,4,0,15,-421.0406352253542,0
Red,STOP_C,19,4,0,4,505.31329590394927,1
Green,STOP_C,19,5,0,3,516.613135457637,1
Blue,STOP_D,6,4,0,16,458.21887634428606,1
Blue,STOP_A,12,1,0,3,-61.147754809004425,0
Green,STOP_D,19,3,1,8,-73.68087121317492,0
Blue,STOP_B,15,2,0,3,-55.21736853504848,0
Blue,STOP_C,9,5,0,2,97.03329173545464,0
Blue,STOP_D,12,2,1,8,-27.682775276613313,0
Blue,STOP_B,20,4,0,2,-404.24723589932717,0
Blue,STOP_C,11,4,0,11,-181.52245880463954,0
Green,STOP_B,10,0,0,7,-83.770267850849,0
Green,STOP_B,13,5,0,13,-21.811725172354983,0
Blue,STOP_B,8,5,0,10,189.38670192490844,0
Blue,STOP_D,14,3,1,14,127.2381305925377,0
Red,STOP_A,15,5,0,16,272.1812799816949,0
Red,STOP_B,21,1,0,9,301.56554536632774,1
Red,STOP_C,8,1,1,19,402.329326334729,1
Red,STOP_A,6,1,1,7,295.3283024174866,0
101,STOP_C,7,3,0,13,116.41834737210701,0
Blue,STOP_A,14,2,0,16,95.97013145443158,0
Blue,STOP_C,17,5,0,4,285.3444507782458,0
101,STOP_D,21,5,0,16,387.2138462829934,1
101,STOP_D,16,0,0,4,664.707389315339,1
Blue,STOP_C,21,0,0,12,340.12571691837843,1
101,STOP_B,6,0,1,8,344.71625017135364,1
101,STOP_D,19,5,0,19,307.8316311313681,1
Green,STOP_A,10,0,1,14,-408.83112049802855,0
101,STOP_C,6,0,0,19,449.70307200993534,1
Blue,STOP_C,19,0,1,16,-81.38469513915297,0
101,STOP_C,10,3,1,15,382.61803262683816,1
Red,STOP_C,11,1,0,2,-408.56399214740225,0
Green,STOP_C,18,0,0,2,1.1861278337877366,0
Blue,STOP_A,14,0,0,15,-334.3990805001682,0
Green,STOP_D,7,1,1,12,91.03769038700506,0
Red,STOP_C,16,2,0,6,-265.2242826139577,0
Blue,STOP_A,18,1,0,5,6.841844296296387,0
101,STOP_B,12,4,0,11,534.2107535051291,1
Green,STOP_B,12,5,1,8,-327.3609952449505,0
101,STOP_B,16,4,0,3,374.0346411529569,1
Blue,STOP_A,17,5,1,5,156.00612420769173,0
101,STOP_D,16,1,1,7,102.09539763327757,0
Red,STOP_B,9,2,1,14,-2.1419185248444705,0
Red,STOP_C,14,5,0,10,498.803618882909,1
101,STOP_C,9,5,1,11,45.97682101330804,0
Blue,STOP_D,10,1,0,8,551.041492107563,1
Red,STOP_D,15,1,1,12,-53.37624232803444,0
Blue,STOP_D,18,1,1,15,289.8773561367898,0
Green,STOP_C,17,1,0,9,246.73640216224643,0
Green,STOP_D,20,1,0,7,82.5742920499861,0
Green,STOP_D,17,2,0,14,1.4733056521459673,0
Green,STOP_A,7,5,1,12,847.1227033441668,1
101,STOP_C,6,3,0,8,17.225667974593563,0
Green,STOP_B,20,0,0,19,37.448580574522495,0
Green,STOP_C,17,4,0,6,440.8512729953954,1
Blue,STOP_B,12,0,0,5,219.52667826165484,0
Blue,STOP_D,11,1,1,11,-320.7446514028689,0
101,STOP_D,17,2,0,15,237.66266820103073,0
101,STOP_C,19,3,0,15,707.3211389588064,1
Red,STOP_C,21,2,1,2,197.6962891046135,0
Red,STOP_B,9,5,0,19,-75.36637128190972,0
Blue,STOP_C,8,3,0,3,436.01509558068005,1
Red,STOP_B,10,0,0,7,576.0366569006742,1
101,STOP_B,10,1,1,18,417.7749880964694,1
Red,STOP_B,21,0,0,6,-270.221037040951,0
101,STOP_C,12,4,0,17,282.5879963858072,0
101,STOP_A,12,1,0,11,260.97742492132875,0
Blue,STOP_D,14,1,0,8,445.5066212513613,1
101,STOP_C,6,2,0,11,93.22275267355434,0
Blue,STOP_A,9,0,0,3,454.23129277525175,1
Red,STOP_A,10,4,0,8,123.23134383192553,0
Blue,STOP_D,7,4,0,15,107.5048004562064,0
101,STOP_C,20,2,0,12,-40.81130369077806,0
Red,STOP_A,16,2,0,1,95.54616589328637,0
101,STOP_A,6,0,0,3,168.56430811509978,0
Green,STOP_A,10,2,0,2,-190.58390880617083,0
101,STOP_B,8,0,0,15,115.28957729345156,0
Green,STOP_B,11,3,0,17,76.29711989263134,0
101,STOP_C,21,2,0,13,708.5118942326978,1
Red,STOP_B,12,2,0,14,319.7381240250951,1
Green,STOP_A,6,3,0,15,-32.35633140523379,0
Blue,STOP_A,20,4,0,15,132.34464360045436,0
Blue,STOP_A,21,5,0,4,5.688680468705499,0
Blue,STOP_C,13,5,1,1,-188.9532474080948,0
Red,STOP_B,12,5,0,11,-486.675661976878,0
Red,STOP_D,18,3,0,12,410.97816811622914,1
Red,STOP_A,16,0,0,11,966.2661405030398,1
Blue,STOP_B,13,3,0,17,-215.00128534746415,0
Blue,STOP_A,10,0,1,17,194.3857688168177,0
101,STOP_C,11,0,0,12,247.71037068757522,0
101,STOP_C,10,3,0,3,219.909724259278,0
Red,STOP_B,15,3,0,6,156.68607833189427,0
Green,STOP_B,13,3,0,8,-235.93754500737373,0
Red,STOP_A,10,2,0,6,-677.5437834045212,0
Red,STOP_C,19,3,0,6,36.06371410160156,0
Blue,STOP_A,7,1,0,18,30.35222387283548,0
Blue,STOP_D,19,4,0,18,111.59401601182904,0
Red,STOP_C,13,1,0,13,120.08406506022918,0
Red,STOP_D,12,0,0,16,288.396582423313,0
Green,STOP_B,14,1,0,11,6.5274441587915675,0
Red,STOP_B,21,1,0,17,190.0036721417639,0
Red,STOP_B,12,2,0,13,-72.08151069514824,0
Green,STOP_A,15,1,0,5,539.8832294503037,1
Blue,STOP_D,12,2,0,3,308.79028272922113,1
Blue,STOP_B,17,1,1,16,513.9346549830217,1
Green,STOP_D,12,5,0,16,-680.4921585767848,0
Green,STOP_C,13,3,0,19,81.08193528877075,0
Blue,STOP_C,16,0,1,6,784.935717519323,1
101,STOP_B,18,3,0,6,416.07569713107773,1
Green,STOP_B,21,3,1,7,1.185111828663807,0
Blue,STOP_B,18,2,1,14,388.5429937808207,1
Green,STOP_A,9,3,0,3,58.35597444448601,0
Blue,STOP_D,6,5,1,17,-335.27588279625195,0
101,STOP_D,15,5,0,6,-297.46477660994503,0
Green,STOP_B,10,0,1,6,-267.28452413308554,0
101,STOP_C,9,5,1,2,559.2039734291018,1
Red,STOP_C,17,5,1,8,269.07631733649,0
101,STOP_B,9,2,0,19,-34.02877635765232,0
Blue,STOP_A,10,5,0,18,32.63453430121328,0
Blue,STOP_D,9,4,0,5,-322.0055927333706,0
Blue,STOP_B,19,3,0,5,158.00096659213756,0
Blue,STOP_A,11,5,0,10,-156.4374958078668,0
Red,STOP_B,11,2,1,11,-280.36437125987646,0
Blue,STOP_B,8,3,1,4,652.8908242000937,1
Green,STOP_B,17,1,0,10,284.0053312885555,0
Red,STOP_C,19,2,0,14,-176.77396274622527,0
101,STOP_A,10,2,1,16,-361.65188881787526,0
Blue,STOP_A,18,2,1,16,340.3068187253457,1
Green,STOP_A,17,1,1,18,232.79403085018254,0
101,STOP_A,15,3,1,14,329.5626885389519,1
Red,STOP_A,16,2,1,13,344.1252423526205,1
Green,STOP_B,18,4,1,13,251.72288924273553,0
Green,STOP_A,13,1,0,5,397.7172610587443,1
Red,STOP_D,20,4,1,11,-3.841235317222228,0
101,STOP_B,21,1,0,17,236.58824066385682,0
101,STOP_D,18,0,1,10,598.4041921751116,1
Green,STOP_B,11,4,1,6,453.24415213984054,1
Green,STOP_D,14,2,0,18,637.8182117096989,1
101,STOP_B,13,4,0,8,241.48438750022228,0
Red,STOP_C,9,5,1,19,570.9430507581048,1
Red,STOP_A,20,3,1,11,-199.9703933369492,0
Green,STOP_A,15,1,0,8,9.055762375207848,0
101,STOP_D,15,3,1,7,402.6499669085505,1
Blue,STOP_C,6,2,0,2,126.6633028669539,0
Green,STOP_C,9,1,1,19,935.5903467890764,1
101,STOP_D,7,3,0,2,67.30799008887959,0
Blue,STOP_B,15,4,1,13,474.1511315114682,1
Red,STOP_B,17,4,1,11,355.6694746181229,1
Red,STOP_B,10,3,0,8,385.86647095232433,1
101,STOP_B,8,3,0,7,399.28998196408355,1
Red,STOP_C,6,3,1,6,603.5388252019543,1
Green,STOP_B,7,4,1,12,830.7735059941723,1
Red,STOP_D,21,0,0,17,213.06507854445786,0
Blue,STOP_A,20,5,0,10,-393.3955981122082,0
Green,STOP_B,15,1,1,11,88.6383784218482,0
101,STOP_A,11,1,0,3,573.0453603856558,1
Blue,STOP_A,12,1,0,15,-63.10114357924638,0
Green,STOP_B,14,2,0,12,228.41398531008264,0
Red,STOP_D,8,5,0,1,21.405592522158145,0
101,STOP_D,15,3,0,3,-15.783380854763834,0
Green,STOP_D,12,3,1,3,-197.09189929864243,0
Green,STOP_B,7,4,0,8,65.69078698136778,0
Blue,STOP_A,12,0,0,1,364.3296705241179,1
101,STOP_C,20,3,0,13,20.077812440320514,0
101,STOP_D,6,3,1,18,-269.46191673222586,0
Blue,STOP_C,12,3,1,17,-558.320529517103,0
101,STOP_B,15,1,0,1,329.1621858480693,1
101,STOP_D,16,1,1,7,-53.6929686759361,0
Green,STOP_B,9,1,0,1,234.26361439709228,0
Blue,STOP_D,11,1,0,17,-179.81938121265136,0
101,STOP_C,19,2,0,19,185.31558770412613,0
Green,STOP_A,7,2,0,2,417.52632728923686,1
101,STOP_B,7,2,0,2,194.59771097232414,0
Blue,STOP_A,18,0,0,19,-424.7327631883947,0
101,STOP_C,11,4,1,11,296.71245095881113,0
101,STOP_B,19,3,0,15,301.2477665226537,1
Green,STOP_A,21,5,0,4,267.78357827152126,0
Red,STOP_B,18,0,1,2,-59.07984923503898,0
Green,STOP_C,15,2,0,9,283.4768327034517,0
Red,STOP_D,16,3,1,10,250.15192245777212,0
101,STOP_A,21,3,0,2,-75.66092700845275,0
101,STOP_D,13,5,0,3,-15.349744294871982,0
Blue,STOP_C,18,0,1,5,503.74106066434217,1
Green,STOP_A,15,3,0,15,-516.8316267951536,0
Red,STOP_A,20,4,0,8,151.58103201139735,0
Green,STOP_C,19,2,0,12,495.28448042167645,1
Blue,STOP_B,14,1,0,7,112.70988939583204,0
Red,STOP_C,16,2,1,17,241.56411938006366,0
Red,STOP_C,21,2,1,16,264.20905234485826,0
Blue,STOP_A,19,5,0,9,124.78949377975796,0
Blue,STOP_B,11,5,0,7,-108.28378155913416,0
Red,STOP_B,11,5,0,6,-353.85224211330024,0
101,STOP_D,15,5,1,5,-262.80548265267333,0
Green,STOP_B,9,1,1,18,197.29319908183868,0
Red,STOP_B,9,2,0,2,415.67472047453157,1
Red,STOP_C,8,1,1,13,473.02455281924495,1
Green,STOP_C,12,5,0,5,89.49693638985558,0
Green,STOP_A,20,4,0,10,-221.81510177690944,0
101,STOP_A,7,4,0,19,603.29035194228,1
Blue,STOP_C,14,1,0,8,-45.01277757238833,0
Blue,STOP_C,20,5,1,15,280.42901746299435,0
Red,STOP_D,9,4,1,8,112.31648095174774,0
Blue,STOP_A,14,5,1,6,-134.10538956713057,0
Red,STOP_A,21,3,1,15,1.5448772955804628,0
101,STOP_B,18,1,1,3,111.1883336221623,0
101,STOP_B,9,2,0,18,835.9814836429966,1
101,STOP_B,9,2,0,4,394.42999057293093,1
Red,STOP_D,11,4,0,12,48.536992483078166,0
101,STOP_D,11,0,0,13,160.0864448435888,0
Red,STOP_D,16,5,0,7,513.022022309663,1
Blue,STOP_C,6,2,1,5,29.495132344873326,0
Blue,STOP_D,14,2,0,15,174.62690551986145,0
Blue,STOP_A,12,2,0,15,499.0678719880557,1
101,STOP_A,8,0,0,18,156.643946071884,0
Green,STOP_C,13,3,0,5,-597.5535330414009,0
Blue,STOP_D,11,4,0,13,-66.20188438002214,0
101,STOP_A,19,0,0,11,4.041799708943756,0
Red,STOP_B,17,2,0,19,337.8402731344371,1
Red,STOP_B,6,5,0,7,452.6706713917112,1
